No.,Masjid ID,Nama Masjid,Provinsi,Kabupaten,Kecamatan,Tipologi,Alamat,Status Tanah,Luas Tanah,Luas Bangunan,Tahun Berdiri,Jamaah,Imam,Khatib,Muazin,Remaja,No. Telp/HP,Email,Latitude,Longitude,Lokasi Peta,Profil Masjid
35,01.3.02.19.05.000001,Ar-Rahman,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Besar,LK. V Labuhan Ruku,Wakaf,150,150,1957,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9594
36,01.4.02.19.05.000002,Al-Maulana,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Kampung Keda,Wakaf,169,0,1986,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9595
37,01.4.02.19.05.000003,Nur-Hasanah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Lk. I Labuhan Ruku,Wakaf,120,120,1991,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9596
38,01.4.02.19.05.000004,Amanaturridho,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun III Dahari Selebar,Wakaf,100,100,1968,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9597
39,01.4.02.19.05.000005,Arofah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun X Dahari Selebar,Wakaf,100,120,1990,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9598
40,01.4.02.19.05.000006,Jamik,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun X Masjid Lama,Wakaf,30,30,1930,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9599
41,01.4.02.19.05.000007,Hidayatullah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VII Masjid Lama,Wakaf,25,25,1970,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9600
42,01.4.02.19.05.000008,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun I PAhang,Wakaf,216,0,1964,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9601
43,01.4.02.19.05.000009,Al-Amin,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun III Pahang,Wakaf,52,0,1980,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9602
44,01.4.02.19.05.000010,Al-Iman,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun V Pahang,Wakaf,49,0,1980,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9603
45,01.4.02.19.05.000011,Al-Hijrah Azzom,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun III Dahari Selebar,Wakaf,110,0,1978,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9604
46,01.3.02.19.05.000012,As-Sa'roni,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Besar,Jl. Besar Padang Genting,Wakaf,256,0,1937,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9605
47,01.4.02.19.05.000013,Al-Ikhwan,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun I Sei Muka,Wakaf,132,0,1935,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9606
48,01.4.02.19.05.000014,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun IX Sei Muka,Wakaf,64,0,1986,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9607
49,01.4.02.19.05.000015,Al-Hidayah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun III Sei. MUka,Wakaf,169,0,1980,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9608
50,01.4.02.19.05.000016,Al-Huda,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun IV Sei. Muka,Wakaf,153,0,1991,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9609
51,01.4.02.19.05.000017,Hidayatullah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun XII Sei Muka,Wakaf,30,12,1964,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9610
52,01.4.02.19.05.000018,Al-Falah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Afd. II PT. SMA Tanah Datar,Girik,64,0,1988,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9611
53,01.4.02.19.05.000019,Nurul Iman,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun II K. NAngka Tanah Datar,Wakaf,36,0,1997,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9612
54,01.4.02.19.05.000020,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VII Binjai Baru,Wakaf,36,0,1975,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9614
55,01.4.02.19.05.000021,Ar-Rahman,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun II Sei MUka,Wakaf,42,0,1972,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9615
56,01.4.02.19.05.000022,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun II Sei Muka,Wakaf,42,0,1977,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9616
57,01.4.02.19.05.000023,Al-Jamik,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VIII Sei Suka,Wakaf,48,0,1980,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9617
58,01.4.02.19.05.000024,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun XII Sei Suka,Wakaf,42,0,1990,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9618
59,01.4.02.19.05.000025,Al-Hidayah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Emplasement Tanah Datar,Girik,64,0,1987,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9620
60,01.4.02.19.05.000026,Al-Huda,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun III Binjai Baru,Wakaf,210,0,1987,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9621
61,01.4.02.19.05.000027,At-Taqwa,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun II Binjai Baru,Wakaf,36,0,1987,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9622
62,01.4.02.19.05.000028,Al-MArdiyah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun II BAngun Sari,Wakaf,110,0,1988,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9623
63,01.4.02.19.05.000029,Ar-Rohman,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun V Petatal,Wakaf,100,0,1972,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9626
64,01.4.02.19.05.000030,Jamik,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun IV Petatal,Wakaf,160,160,1989,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9628
65,01.4.02.19.05.000031,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Jl. Besar Dusun I Petatal,Wakaf,95,0,1981,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9629
66,01.4.02.19.05.000032,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VIII Petatal,Wakaf,109,0,1992,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9631
67,01.4.02.19.05.000033,Darut Taqwa,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VI Petatal,Wakaf,36,0,1975,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9632
68,01.4.02.19.05.000034,Nurul Hikmah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun III Petatal,Wakaf,36,0,1987,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9633
69,01.4.02.19.05.000035,Nur-Hikmah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dsusn IV Petatal,Wakaf,80,80,1984,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9634
70,01.4.02.19.05.000036,As-Syukur,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun I Desa Perk. Petatal,Wakaf,196,0,1983,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9635
71,01.4.02.19.05.000037,Al-Mukmin,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun V Perk. Petatal,Wakaf,64,0,1996,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9636
72,01.4.02.19.05.000038,Al-Hakim,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun IV Perk. Petatal,Wakaf,36,0,1979,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9637
73,01.4.02.19.05.000039,Al-Muhajirin,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VI Perk. Petatal,Girik,42,0,1987,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9638
74,01.4.02.19.05.000040,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun IV Perk. Petatal,Wakaf,36,0,1977,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9639
75,01.4.02.19.05.000041,Al-Jihad,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dsusn III Perk. Petatal,Wakaf,36,0,1978,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9640
76,01.4.02.19.05.000042,At-Taqwa,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Jl. Besar Karang Baru,Wakaf,196,0,1967,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9641
77,01.4.02.19.05.000043,Al-Mukhlisin,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun V Karang Baru,Wakaf,70,0,1974,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9642
78,01.4.02.19.05.000044,Ar-Ridho,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun VI Karang Baru,Wakaf,72,0,1977,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9644
79,01.4.02.19.05.000045,Al-Barokah,Sumatera Utara,Kab. Batu Bara,Talawi,Masjid Jami,Dusun IV Karang Baru,Wakaf,48,0,1985,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9647
80,01.4.02.19.03.000001,Nurus Salam,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Jl. Sudirman Lk. III Indrasakti,SHM,1300,346,1991,500,5,1,0,0,-,,3.299480613,99.35412884,"https://www.google.com/maps/search/3.29948061281135360000,99.35412883758545000000",https://simaslama.kemenag.dev/profil/masjid/9649
81,01.3.02.19.03.000002,Jamik Indrapura,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Besar,Kel. Indra Pura,Wakaf,1600,400,1935,1000,4,1,0,0,81361132037,,3.299737678,99.35455799,"https://www.google.com/maps/search/3.29973767800884280000,99.35455799102783000000",https://simaslama.kemenag.dev/profil/masjid/9655
82,01.6.02.19.03.000003,Al-Mufakat,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid di Tempat Publik,Lk. VII Kel. Indrapura,Wakaf,396,154,2004,200,4,1,0,0,81370140310,,3.299737678,99.3533349,"https://www.google.com/maps/search/3.29973767800881700000,99.35333490371704000000",https://simaslama.kemenag.dev/profil/masjid/9656
83,01.6.02.19.03.000004,Taqwa,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid di Tempat Publik,Lk. III Kel. Indrapura,Wakaf,1230,246,1968,500,3,1,0,0,85373436855,,3.298452351,99.35914993,"https://www.google.com/maps/search/3.29845235135662300000,99.35914993286133000000",https://simaslama.kemenag.dev/profil/masjid/9657
84,01.6.02.19.03.000005,Al-Ilham,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid di Tempat Publik,Dusun XII Desa Pematang Panjang,Wakaf,728,196,1965,230,3,1,0,0,81376444181,,3.278658111,99.36944962,"https://www.google.com/maps/search/3.27865811145410250000,99.36944961547852000000",https://simaslama.kemenag.dev/profil/masjid/9658
85,01.6.02.19.03.000006,Syuhada,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid di Tempat Publik,Dusun III Desa Sukaraja,Wakaf,1682,245,1905,300,10,1,0,0,81362212591,,3.281614419,99.37120914,"https://www.google.com/maps/search/3.28161441897927200000,99.37120914459229000000",https://simaslama.kemenag.dev/profil/masjid/9660
86,01.3.02.19.03.000007,Uswatun Hasanah,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Besar,Dusun III Desa Tanah Rendah,SHM,691,180,1997,200,8,1,0,0,81364045153,,3.302308326,99.34421539,"https://www.google.com/maps/search/3.30230832632540900000,99.34421539306640000000",https://simaslama.kemenag.dev/profil/masjid/9661
87,01.4.02.19.03.000008,Nurul Huda,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun I Desa Tanjung Muda,Wakaf,400,143,1970,180,2,1,0,0,82168302700,,3.302993831,99.33211327,"https://www.google.com/maps/search/3.30299383141943670000,99.33211326599121000000",https://simaslama.kemenag.dev/profil/masjid/9662
88,01.3.02.19.03.000009,Al-Ikhlas,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Besar,Jl. Tanjung Muda,Wakaf,805,805,1985,350,3,1,0,0,81265487827,,3.303165208,99.33348656,"https://www.google.com/maps/search/3.30316520761894460000,99.33348655700684000000",https://simaslama.kemenag.dev/profil/masjid/9663
89,01.4.02.19.03.000010,Nurul Huda,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun X Desa Tanah Tinggi,Wakaf,400,208,1975,300,5,1,0,0,81360393773,,3.30213695,99.32825089,"https://www.google.com/maps/search/3.30213694997795400000,99.32825088500977000000",https://simaslama.kemenag.dev/profil/masjid/9664
90,01.4.02.19.03.000011,An-Nur,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun IV Tanah Merah,Wakaf,0,304,1995,0,1,1,0,0,-,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9666
91,01.3.02.19.03.000012,Al-Munawarah,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Besar,Dusun III Desa Sipare-Pare,Wakaf,2046,798,1927,1300,5,1,0,0,85373424916,,3.302479703,99.34447289,"https://www.google.com/maps/search/3.30247970264332260000,99.34447288513184000000",https://simaslama.kemenag.dev/profil/masjid/9667
92,01.3.02.19.03.000013,An-Nur,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Besar,Dusun III Sipare-Pare,Wakaf,600,0,2006,0,1,1,0,0,-,,3.294082228,98.83300781,"https://www.google.com/maps/search/3.29408222831281750000,98.83300781250000000000",https://simaslama.kemenag.dev/profil/masjid/9669
93,01.4.02.19.03.000014,Al-Musyawarah,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun II Desa Titi Payung,Wakaf,320,239,1945,250,7,1,0,0,81534472530,,3.30642135,99.39210892,"https://www.google.com/maps/search/3.30642134978760100000,99.39210891723633000000",https://simaslama.kemenag.dev/profil/masjid/9670
94,01.4.02.19.03.000015,Ar-Rahman,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun II Pasar Tengah Desa Pasar Lapan,Wakaf,320,209,1973,250,4,1,0,0,81397531622,,3.298366663,99.34902191,"https://www.google.com/maps/search/3.29836666285407100000,99.34902191162110000000",https://simaslama.kemenag.dev/profil/masjid/9672
95,01.4.02.19.03.000016,Nurul Iman,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun III Desa Perkotaan,Wakaf,560,214,1952,230,4,1,0,0,81397589209,,3.278401041,99.37039375,"https://www.google.com/maps/search/3.27840104082130000000,99.37039375305176000000",https://simaslama.kemenag.dev/profil/masjid/9673
96,01.4.02.19.03.000017,Al-Ikhsan,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun III Ladang Baru Desa Pasar Lapan,Wakaf,446,201,1993,250,3,1,0,0,81362191643,,3.300846271,99.34640408,"https://www.google.com/maps/search/3.30084627091113400000,99.34640407562256000000",https://simaslama.kemenag.dev/profil/masjid/9674
97,01.4.02.19.03.000018,Quba,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun II Desa Tanjung Kubah,Wakaf,400,196,1980,300,4,1,0,0,82164267683,,3.273688068,99.37520027,"https://www.google.com/maps/search/3.27368806751891660000,99.37520027160645000000",https://simaslama.kemenag.dev/profil/masjid/9675
98,01.4.02.19.03.000019,Nurul-Huda,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun I Limau Manis Desa Pasar Lapan,Wakaf,554,156,1976,200,2,1,0,0,81396324539,,3.282000024,99.36807632,"https://www.google.com/maps/search/3.28200002366399520000,99.36807632446289000000",https://simaslama.kemenag.dev/profil/masjid/9676
99,01.4.02.19.03.000020,Al-Ihsan,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun IV Desa Tanjung Kubah,Wakaf,400,144,1972,200,4,1,0,0,82164267683,,3.298880794,99.35743332,"https://www.google.com/maps/search/3.29888079375870100000,99.35743331909180000000",https://simaslama.kemenag.dev/profil/masjid/9678
100,01.4.02.19.03.000021,Al-Mukhlisin,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun I Desa Tanjung Harapan,Wakaf,1200,224,1980,290,3,1,0,0,85276107914,,3.285513304,99.36412811,"https://www.google.com/maps/search/3.28551330393477700000,99.36412811279297000000",https://simaslama.kemenag.dev/profil/masjid/9679
101,01.4.02.19.03.000022,Al-Mukmin,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun IV Desa Tanjung Harapan,Wakaf,500,144,1995,120,3,1,0,0,81397308710,,3.286884337,99.36429977,"https://www.google.com/maps/search/3.28688433678400500000,99.36429977416992000000",https://simaslama.kemenag.dev/profil/masjid/9726
102,01.4.02.19.03.000023,Nurul Iman,Sumatera Utara,Kab. Batu Bara,Air Putih,Masjid Jami,Dusun VII Desa Suka Ramai,Wakaf,400,144,1992,150,2,1,0,0,85262190622,,3.273173924,99.37623024,"https://www.google.com/maps/search/3.27317392363483740000,99.37623023986816000000",https://simaslama.kemenag.dev/profil/masjid/9727
103,01.4.02.19.06.000001,At-Taqwa,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Lingkungan X Kelurahan Bagan Arya,Wakaf,700,150,1975,200,3,7,1,10,-,,3.226865353,99.5862827,"https://www.google.com/maps/search/3.22686535296900030000,99.58628270047484000000",https://simaslama.kemenag.dev/profil/masjid/9734
104,01.4.02.19.06.000002,Ukhwah Islamiyah,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Jl. Beringin Desa Bogak,Wakaf,3300,900,1967,300,4,8,2,0,-,,3.222259258,99.57862231,"https://www.google.com/maps/search/3.22225925766564460000,99.57862231136460000000",https://simaslama.kemenag.dev/profil/masjid/9735
105,01.4.02.19.06.000003,Al-Huda,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun IV Desa Lalang,Wakaf,800,225,1960,250,5,15,2,20,82363630006,,3.21422117,99.58238111,"https://www.google.com/maps/search/3.21422116970290000000,99.58238111436900000000",https://simaslama.kemenag.dev/profil/masjid/9737
106,01.4.02.19.06.000004,Saidina Abu BAkar,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun IV Gang Setia Desa Suka Maju,Wakaf,600,240,1999,200,6,8,1,20,81397515531,,3.2125898,99.5795474,"https://www.google.com/maps/search/3.21258980000000000000,99.57954740000000000000",https://simaslama.kemenag.dev/profil/masjid/9738
107,01.4.02.19.06.000005,Taqwa Muhammadiyah,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun III Desa Suka MAju,Wakaf,800,400,1960,200,4,7,1,15,-,,3.218505944,99.57900153,"https://www.google.com/maps/search/3.21850594401899230000,99.57900153109222000000",https://simaslama.kemenag.dev/profil/masjid/9740
108,01.4.02.19.06.000006,Al-Furqon,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Jl.jokja Dusun X Desa Suka Maju,Wakaf,3526,224,1975,100,3,3,2,0,85206340661,,3.218503266,99.58197878,"https://www.google.com/maps/search/3.21850326604066430000,99.58197878301690000000",https://simaslama.kemenag.dev/profil/masjid/9741
109,01.4.02.19.06.000007,Baiturrahim,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun X Jl.jokja Desa Suka Maju,Wakaf,600,300,2006,200,4,12,2,20,-,,3.2208477,99.58349258,"https://www.google.com/maps/search/3.22084769950124230000,99.58349257707596000000",https://simaslama.kemenag.dev/profil/masjid/9742
110,01.4.02.19.06.000008,At-Taufiq,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun II Desa Suka Jaya,Wakaf,133,100,1970,200,7,7,2,15,82367799574,,3.221759682,99.58680676,"https://www.google.com/maps/search/3.22175968247991130000,99.58680675932555000000",https://simaslama.kemenag.dev/profil/masjid/9743
111,01.4.02.19.06.000009,An-Nur,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun IX Desa Bagan Dalam,Wakaf,3440,400,1983,500,7,7,2,20,-,,3.216547403,99.58871073,"https://www.google.com/maps/search/3.21654740324899270000,99.58871072565671000000",https://simaslama.kemenag.dev/profil/masjid/9744
112,01.4.02.19.06.000010,Al-Husna,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun I Desa Guntung,Wakaf,1050,300,1987,350,5,7,2,20,-,,3.209872105,99.60409628,"https://www.google.com/maps/search/3.20987210537065070000,99.60409627863555000000",https://simaslama.kemenag.dev/profil/masjid/9745
113,01.4.02.19.06.000011,Al-Mukarram,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun I Desa Lima Laras,Wakaf,600,225,1948,250,5,5,2,20,-,,3.204289931,99.60209164,"https://www.google.com/maps/search/3.20428993095174400000,99.60209164040862000000",https://simaslama.kemenag.dev/profil/masjid/9748
114,01.4.02.19.06.000012,Ah-Saniyah,Sumatera Utara,Kab. Batu Bara,Tanjung Tiram,Masjid Jami,Dusun I Desa Mekar Laras,Wakaf,702,120,2011,200,7,7,1,0,85297142250,,-1.801460929,116.1474609,"https://www.google.com/maps/search/-1.80146092946803550000,116.14746093750000000000",https://simaslama.kemenag.dev/profil/masjid/9750
